,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,lat,long,meters_living,meters_lot,meters_above,meters_basement
0,221900.0,3,1.0,1.0,0,0,3,7,1955,47.5112,-122.257,109.62467484206616,524.8978075065032,109.62467484206616,0.0
1,538000.0,3,2.25,2.0,0,0,3,7,1951,47.721,-122.319,238.75882571534746,672.7982162764772,201.59791898922336,37.16090672612412
2,180000.0,2,1.0,1.0,0,0,3,6,1933,47.7379,-122.233,71.53474544778894,929.022668153103,71.53474544778894,0.0
3,604000.0,4,3.0,1.0,0,0,5,7,1965,47.5208,-122.393,182.0884429580082,464.5113340765515,97.54738015607582,84.54106280193237
4,510000.0,3,2.0,1.0,0,0,3,8,1987,47.6168,-122.045,156.0758082497213,750.6503158677073,156.0758082497213,0.0
5,1225000.0,4,4.5,1.0,0,0,3,11,2001,47.6561,-122.005,503.5302861389818,9469.528056484578,361.3898179115571,142.14046822742475
6,257500.0,3,2.25,2.0,0,0,3,7,1995,47.3097,-122.327,159.32738758825715,633.500557413601,159.32738758825715,0.0
7,291850.0,3,1.5,1.0,0,0,3,7,1963,47.4095,-122.315,98.47640282422891,902.1739130434784,98.47640282422891,0.0
8,229500.0,3,1.0,1.0,0,0,3,7,1960,47.5123,-122.337,165.36603493125233,693.9799331103679,97.54738015607582,67.81865477517651
9,323000.0,3,2.5,2.0,0,0,3,7,2003,47.3684,-122.031,175.58528428093646,609.4388703084355,175.58528428093646,0.0
10,662500.0,3,2.5,1.0,0,0,3,8,1965,47.6007,-122.145,330.73206986250466,910.0706057227796,172.79821627647715,157.9338535860275
11,468000.0,2,1.0,1.0,0,0,4,7,1942,47.69,-122.292,107.76662950575995,557.4136008918618,79.89594946116685,27.87068004459309
12,310000.0,3,1.0,1.5,0,0,4,7,1927,47.7558,-122.229,132.85024154589374,1848.8480118914902,132.85024154589374,0.0
13,400000.0,3,1.75,1.0,0,0,4,7,1977,47.6127,-122.045,127.27610553697511,899.2939427722036,127.27610553697511,0.0
14,530000.0,5,2.0,1.5,0,0,3,7,1900,47.67,-122.394,168.15310293571164,450.575994054255,168.15310293571164,0.0
15,650000.0,4,3.0,2.0,0,3,3,9,1979,47.5714,-122.375,274.0616871051654,464.5113340765515,183.9464882943144,90.11519881085098
16,395000.0,3,2.0,2.0,0,0,3,7,1994,47.7277,-121.962,175.58528428093646,1304.3478260869565,175.58528428093646,0.0
17,485000.0,4,1.0,1.5,0,0,4,7,1916,47.6648,-122.343,148.64362690449647,399.4797473058343,148.64362690449647,0.0
18,189000.0,2,1.0,1.0,0,0,4,7,1921,47.3089,-122.21,111.48272017837236,915.0873281308064,111.48272017837236,0.0
19,230000.0,3,1.0,1.0,0,0,4,7,1969,47.3343,-122.306,116.12783351913788,908.0267558528428,116.12783351913788,0.0
20,385000.0,4,1.75,1.0,0,0,4,7,1947,47.7025,-122.341,150.5016722408027,462.6532887402453,79.89594946116685,70.60572277963583
21,2000000.0,3,2.75,1.0,0,4,3,9,1968,47.5316,-122.233,283.3519137866964,4168.246005202527,216.462281679673,66.88963210702342
22,285000.0,5,2.5,2.0,0,0,3,8,1995,47.3266,-122.169,210.88814567075437,585.2842809364549,210.88814567075437,0.0
23,252700.0,2,1.5,1.0,0,0,3,7,1985,47.3533,-122.166,99.40542549238202,895.8565589000373,99.40542549238202,0.0
24,329000.0,3,2.25,2.0,0,0,4,8,1985,47.3739,-122.172,227.61055369751023,603.864734299517,227.61055369751023,0.0
25,233000.0,3,2.0,1.5,0,0,5,6,1941,47.3048,-122.218,158.8628762541806,436.3619472315125,158.8628762541806,0.0
26,937000.0,3,1.75,2.0,0,0,3,8,1915,47.6386,-122.36,227.61055369751023,250.00000000000003,162.57896692679302,65.03158677071721
27,667000.0,3,1.0,1.5,0,0,5,8,1909,47.6221,-122.314,130.06317354143442,146.8784838350056,130.06317354143442,0.0
28,438000.0,3,1.75,1.0,0,0,3,7,1948,47.695,-122.304,141.21144555927165,592.7164622816797,73.39279078409514,67.81865477517651
29,719000.0,4,2.5,2.0,0,0,3,8,2005,47.7073,-122.11,238.75882571534746,666.3879598662207,238.75882571534746,0.0
30,580500.0,3,2.5,2.0,0,0,3,8,2003,47.5391,-122.07,215.5332590115199,369.751021924935,215.5332590115199,0.0
31,280000.0,2,1.5,3.0,0,0,3,7,2005,47.7274,-122.357,110.55369751021925,117.52136752136752,110.55369751021925,0.0
32,687500.0,4,1.75,1.5,0,0,4,7,1929,47.6823,-122.368,216.462281679673,464.5113340765515,140.28242289111856,76.17985878855444
33,535000.0,3,1.0,1.5,0,0,4,8,1929,47.6889,-122.375,101.26347082868823,278.7068004459309,101.26347082868823,0.0
34,322500.0,4,2.75,1.0,0,0,3,7,1981,47.4276,-122.157,191.37866963953923,618.6361947231513,118.91490152359718,72.46376811594203
35,696000.0,3,2.5,1.5,0,0,3,8,1930,47.6827,-122.31,213.67521367521368,284.2809364548495,140.28242289111856,73.39279078409514
36,550000.0,4,1.0,1.0,0,0,1,5,1933,47.6621,-122.132,154.2177629134151,3237.458193979933,86.39910813823857,67.81865477517651
37,640000.0,4,2.0,2.0,0,0,4,8,1904,47.6702,-122.362,219.2493496841323,557.4136008918618,219.2493496841323,0.0
38,240000.0,4,1.0,1.0,0,0,2,7,1969,47.3341,-122.282,113.34076551467857,750.1858045336306,82.68301746562616,30.657748049052397
39,605000.0,4,2.5,2.0,0,0,3,8,1996,47.5301,-122.18,243.403939056113,701.6908212560387,243.403939056113,0.0
40,625000.0,4,2.5,2.0,0,0,3,9,2000,47.6145,-122.027,238.75882571534746,512.8205128205128,238.75882571534746,0.0
41,775000.0,4,2.25,1.0,0,0,3,8,1984,47.445,-122.347,392.04756596060946,2246.9342251950948,241.54589371980677,150.5016722408027
42,861990.0,5,2.75,2.0,0,0,3,9,2014,47.6848,-122.016,333.9836492010405,523.8758825715348,333.9836492010405,0.0
43,685000.0,3,1.0,2.0,0,0,3,7,1922,47.6413,-122.364,145.85655890003716,211.8171683389075,145.85655890003716,0.0
44,309000.0,3,1.0,1.0,0,0,4,6,1959,47.4485,-122.175,118.91490152359718,897.0642883686362,85.47008547008548,33.44481605351171
45,488000.0,3,2.5,2.0,0,0,3,8,2003,47.7443,-121.977,293.57116313638056,1263.749535488666,293.57116313638056,0.0
46,210490.0,3,1.0,1.0,0,0,3,6,1966,47.3066,-122.371,91.9732441471572,792.2705314009662,91.9732441471572,0.0
47,785000.0,4,2.5,2.0,0,0,4,9,1981,47.6194,-122.151,212.7461910070606,1246.376811594203,212.7461910070606,0.0
48,450000.0,3,1.75,1.0,0,0,4,7,1953,47.6796,-122.301,116.12783351913788,553.9762170196954,116.12783351913788,0.0
49,1350000.0,3,2.5,1.0,1,2,5,9,1953,47.4041,-122.451,255.75994054254926,6039.111854329246,201.1334076551468,54.626532887402455
50,228000.0,3,1.0,1.0,0,0,3,7,1955,47.4258,-122.322,110.55369751021925,854.6079524340395,110.55369751021925,0.0
51,345000.0,5,2.5,1.0,0,0,4,8,1966,47.4934,-122.189,292.64214046822747,848.5693050910443,152.35971757710888,140.28242289111856
52,600000.0,3,1.75,1.0,0,0,4,7,1950,47.6808,-122.384,130.99219620958752,379.041248606466,92.9022668153103,38.08992939427722
53,585000.0,2,1.75,1.0,0,0,3,7,1981,47.6989,-122.369,183.9464882943144,794.314381270903,91.9732441471572,91.9732441471572
54,920000.0,5,2.25,1.5,0,0,3,8,1927,47.6571,-122.281,253.62318840579712,557.4136008918618,197.88182831661095,55.74136008918618
55,885000.0,4,2.5,2.0,0,0,3,9,1995,47.6597,-122.29,262.91341508732813,464.5113340765515,262.91341508732813,0.0
56,292500.0,4,2.5,2.0,0,0,3,7,2008,47.3663,-122.114,209.03010033444818,417.5956893348198,209.03010033444818,0.0
57,301000.0,3,2.5,2.0,0,0,3,8,2003,47.3663,-122.122,224.8234856930509,441.2857673727239,224.8234856930509,0.0
58,951000.0,5,3.25,2.0,0,4,4,8,1968,47.588,-122.116,301.9323671497585,1332.4043106651802,301.9323671497585,0.0
59,430000.0,4,3.0,2.0,0,0,3,8,1991,47.5059,-122.149,171.86919360832405,926.7930137495356,171.86919360832405,0.0
60,650000.0,3,2.25,1.0,0,3,4,8,1959,47.4336,-122.339,199.73987365291714,1972.7796358231142,147.71460423634338,52.02526941657377
61,289000.0,3,1.75,1.0,0,0,3,7,1954,47.4366,-122.335,117.05685618729098,780.3790412486065,117.05685618729098,0.0
62,505000.0,3,1.75,2.0,0,0,5,8,1973,47.4428,-122.344,234.02081010776664,807.3206986250465,234.02081010776664,0.0
63,549000.0,3,1.75,3.0,0,0,3,8,2014,47.6765,-122.32,143.06949089557787,96.98996655518395,143.06949089557787,0.0
64,425000.0,3,2.25,1.0,0,0,3,7,1979,47.6113,-122.297,154.2177629134151,557.4136008918618,103.12151616499443,51.09624674842066
65,317625.0,3,2.75,1.5,0,0,5,7,1925,47.5747,-122.304,257.3392790784095,353.86473429951695,164.43701226309923,92.9022668153103
66,975000.0,4,2.5,2.0,0,0,3,10,1989,47.5815,-122.192,252.69416573764403,1026.4771460423635,252.69416573764403,0.0
67,287000.0,4,2.5,2.0,0,0,3,7,2005,47.3378,-122.257,208.10107766629508,431.80973615756227,208.10107766629508,0.0
68,204000.0,3,1.0,1.0,0,0,4,7,1968,47.3621,-122.11,92.9022668153103,1121.3303604607954,92.9022668153103,0.0
69,1325000.0,5,2.25,1.0,0,0,3,8,1965,47.6303,-122.215,297.28725380899294,1872.723894463025,148.64362690449647,148.64362690449647
70,1040000.0,5,3.25,1.0,0,0,4,11,1973,47.6525,-122.16,443.1438127090301,4653.846153846154,285.2099591230026,157.9338535860275
71,325000.0,3,2.0,1.0,0,0,4,7,1972,47.7362,-122.179,117.05685618729098,521.3675213675214,117.05685618729098,0.0
72,571000.0,4,2.0,1.5,0,0,5,7,1916,47.7168,-122.287,255.4812337421033,725.2879970271275,209.03010033444818,46.45113340765515
73,360000.0,4,2.5,2.0,0,0,3,8,2005,47.3608,-122.036,221.1073950204385,464.5113340765515,221.1073950204385,0.0
74,349000.0,3,1.75,1.0,0,0,5,7,1965,47.3511,-122.073,166.29505759940542,4694.258639910814,101.26347082868823,65.03158677071721
75,832500.0,4,4.0,2.0,0,0,4,10,1986,47.5822,-121.987,318.6547751765143,3261.055369751022,222.03641768859163,96.61835748792271
76,380000.0,4,1.75,1.0,0,0,3,7,1956,47.6034,-122.125,163.50798959494614,678.1865477517651,81.75399479747307,81.75399479747307
77,480000.0,3,1.0,1.0,0,0,3,7,1941,47.5636,-122.394,96.61835748792271,470.0854700854701,96.61835748792271,0.0
78,410000.0,3,1.0,1.0,0,0,4,7,1956,47.7073,-122.34,130.99219620958752,470.0854700854701,84.54106280193237,46.45113340765515
79,720000.0,4,2.5,2.0,0,0,3,10,2002,47.342,-122.025,320.51282051282055,3686.6406540319585,320.51282051282055,0.0
80,390000.0,3,2.5,2.0,0,0,3,8,2003,47.3512,-122.008,218.32032701597922,473.80156075808253,218.32032701597922,0.0
81,360000.0,4,2.5,2.0,0,0,3,7,1992,47.349,-122.031,176.51430694908956,547.1014492753624,176.51430694908956,0.0
